CIF Number,CustName,Address,Mobile,MartialStatus,Dependents,CustType,BirthDay,Sex,Organization,Job,Experience,Salary,Existing time,Credit Score
8374,Đỗ Quốc Hạnh,"An Phú Đông 1, Quận 12, TP.HCM",+842921331214,Married,Yes,Organization,1976-04-01,Male,"Niteco Vietnam Co., Ltd",Product Owner,5,68555000,7,509
8375,Lý Ðạt Dũng,"Đường số 48, Thành phố Thủ Đức, TP.HCM",+84991640758,Married,Yes,Organization,1987-03-02,Male,NAB Innovation Centre Vietnam,Business Intelligence AnalystData Scientist,10,72715000,3,615
8376,Đặng Mạnh Cương,"Tiểu Đông, Quận 7, TP.HCM",+84523630459,Married,Yes,Individual,1993-08-17,Male,N/A,IT Manager,2,26361000,5,507
8377,Đặng Minh Ân,"Đường số 61, Quận 9, TP.HCM",+842568161549,Married,Yes,Organization,1990-11-14,Male,NFQ Asia,System Engineer,3,22019000,9,765
8378,Ngô Huệ Thương,"Lê Đình Chi, Bình Chánh, TP.HCM",+84913224086,Single,Yes,Organization,1973-03-19,Female,Tyme,IT Support,0,3034000,0,632
8379,Đặng Giáng Uyên,"Phan Văn Lâu, Quận Tân Bình, TP.HCM",+84994334572,Married,Yes,Individual,1994-05-01,Female,N/A,IT Manager,2,26422000,8,567
8380,Đoàn Thái Thảo,"Đường số 4, Quận 8, TP.HCM",+84523849088,Single,No,Individual,2002-11-21,Female,N/A,System Engineer,0,3408000,5,354
8381,Dương Hiểu Lam,"Âu Dương Lân, Quận Tân Phú, TP.HCM",+842917169382,Married,Yes,Individual,1988-11-24,Male,N/A,Mobile Developer,7,65095000,1,508
8382,Đoàn Duy Thành,"Đoàn Kết, Thành phố Thủ Đức, TP.HCM",+84836263998,Single,No,Organization,1970-10-17,Male,Employment Hero,System Engineer,2,17645000,5,739
8383,Trần Bằng Sơn,"Hương Lộ 34B, Nhà Bè, TP.HCM",+84945243503,Single,No,Organization,1981-03-16,Male,NAB Innovation Centre Vietnam,Tech Lead,8,30685000,7,839
8384,Hoàng Kim Loan,"Nguyễn Phúc Trú, Huyện Củ Chi, TP.HCM",+842603301264,Single,No,Organization,2000-03-08,Female,Employment Hero,Cloud Engineer,2,18960000,2,543
8385,Bùi Phước Thiện,"Đông Hưng Thuận 3, Quận 12, TP.HCM",+842765913965,Single,Yes,Individual,1991-11-23,Male,N/A,Tester,5,38500000,5,592
8386,Hoàng Tú Tâm,"Đường HT 48, Quận 12, TP.HCM",+84953016216,Single,No,Organization,1971-01-13,Female,Trusting Social,DevSecOps Engineer,2,18859000,2,368
8387,Đặng Thành Phương,"Đường số 17, Quận Gò Vấp, TP.HCM",+842776927433,Married,Yes,Organization,1957-07-18,Male,Bosch Global Software Technologies Company Limited,IT Manager,5,54763000,3,518
8388,Đoàn Thanh Tuyền,"Cầm Bá Thước, Quận Phú Nhuận, TP.HCM",+842771415917,Single,Yes,Organization,1966-04-04,Female,Home Credit Vietnam,Project Leader,2,18104000,2,641
8389,Trần Anh Thơ,"Ngô Quyền, Quận 10, TP.HCM",+84559631834,Single,No,Organization,1958-04-09,Female,FPT IS,Product Manager,8,37717000,7,302
8390,Huỳnh Mai Châu,"Nguyễn Kiệm, Quận Bình Thạnh, TP.HCM",+84869997787,Single,No,Individual,1954-02-25,Female,N/A,IT Manager,9,45429000,10,578
8391,Phan Sỹ Phú,"Nguyễn Thị Nhỏ, Quận 5, TP.HCM",+84998407869,Single,Yes,Organization,1999-01-12,Male,LG Electronics Development Vietnam (LGEDV),Business Intelligence AnalystData Scientist,1,11965000,6,484
8392,Võ Tuấn Tài,"Hà Tôn Quyền, Quận 11, TP.HCM",+842703746798,Single,Yes,Organization,1953-11-27,Male,NAB Innovation Centre Vietnam,Helpdesk,6,57970000,0,754
8393,Ngô Mỹ Loan,"Bùi Minh Trực, Quận 8, TP.HCM",+842695755185,Single,No,Individual,2002-12-19,Female,N/A,DevSecOps Engineer,0,4831000,4,520
8394,Huỳnh Lệ Chi,"Nguyễn Hữu Thận, Quận 6, TP.HCM",+842442161787,Single,Yes,Individual,1990-08-18,Female,N/A,Project Leader,7,47204000,5,722
8395,Nguyễn Ngân Thanh,"Xa lộ Bắc Nam, Quận 7, TP.HCM",+84998606969,Married,Yes,Individual,1968-01-22,Female,N/A,Product Manager,5,40066000,1,755
8396,Lý Hồng Nhật,"Cô Bắc, Quận Phú Nhuận, TP.HCM",+84522603001,Single,No,Individual,1975-06-14,Male,N/A,Cloud Engineer,6,58613000,8,630
8397,Đỗ Chuẩn Khoa,"Lê Tấn Bê, Quận Bình Tân, TP.HCM",+842911296715,Single,Yes,Individual,1955-03-29,Male,N/A,QA-QC,5,41473000,4,629
8398,Bùi Thế Lực,"Đường D5, Quận Bình Thạnh, TP.HCM",+84994495737,Single,No,Individual,1979-07-08,Male,N/A,Mobile Developer,5,64835000,0,355
8399,Vũ Phương Lan,"Tân Thới Hiệp 17, Quận 12, TP.HCM",+842927768795,Married,Yes,Organization,1993-12-07,Female,Trusting Social,Data Analyst,3,20824000,8,598
8400,Hồ Nam Phương,"Lê Chính Đáng, Bình Chánh, TP.HCM",+84785193780,Married,Yes,Organization,1983-09-23,Male,Home Credit Vietnam,Blockchain Engineer,1,14813000,8,308
8401,Vũ Quang Triệu,"Ngô Đức Kế, Quận Bình Thạnh, TP.HCM",+842942958107,Married,Yes,Individual,1999-03-27,Male,N/A,Designer,3,21163000,7,521
8402,Trần Đan Linh,"Nguyễn Văn Trỗi, Quận Tân Bình, TP.HCM",+84340802230,Single,No,Organization,1963-05-08,Female,FPT IS,IT Consultant,4,32605000,10,745
8403,Phan Thắng Lợi,"Đường Số 75, Quận 7, TP.HCM",+84559737236,Single,Yes,Organization,1985-05-11,Male,NAB Innovation Centre Vietnam,ERP ConsultantSolution Architect,4,20502000,8,668
8404,Nguyễn Thái Ðức,"Đường số 42, Quận Bình Tân, TP.HCM",+84990973748,Married,Yes,Individual,1988-02-04,Male,N/A,Embedded Engineer,10,72932000,10,407
8405,Đỗ Cẩm Hạnh,"Đường số 41, Quận 4, TP.HCM",+84845082524,Single,Yes,Individual,1969-04-07,Female,N/A,ERP ConsultantSolution Architect,10,62410000,10,315
8406,Bùi Uyển Như,"Đường số 2, Quận 8, TP.HCM",+84955231365,Married,Yes,Organization,1983-12-02,Female,LG Electronics Development Vietnam (LGEDV),ERP Engineer,3,37972000,2,302
8407,Phan Trúc Liên,"2 Đường số 18, Thành phố Thủ Đức, TP.HCM",+84998850857,Single,Yes,Organization,1986-06-25,Female,Bosch Global Software Technologies Company Limited,Back-end Developer,1,13838000,6,331
8408,Đỗ Xuân Phương,"Liên Ấp 3-4, Nhà Bè, TP.HCM",+842920032732,Married,Yes,Individual,1960-06-23,Female,N/A,Data Analyst,5,46377000,3,418
8409,Trương Hữu Nghị,"Mai Văn Nguyễn, Quận Phú Nhuận, TP.HCM",+842745985226,Married,Yes,Individual,1957-12-10,Male,N/A,Product Manager,4,29300000,5,477
8410,Phạm Hướng Dương,"Đường số 49, Quận 7, TP.HCM",+84945694426,Married,Yes,Individual,1967-03-17,Female,N/A,Database Engineer,9,45517000,3,784
8411,Hoàng Quốc Thông,"Đặng Nhữ Lâm, Nhà Bè, TP.HCM",+842079566623,Single,Yes,Individual,2000-11-22,Male,N/A,Tester,4,25236000,1,465
8412,Đặng Nam Dương,"Phan Thúc Duyện, Quận Tân Bình, TP.HCM",+84848301780,Married,Yes,Organization,1984-07-10,Male,NFQ Asia,System Engineer,4,25308000,8,331
8413,Hồ Tuấn Sỹ,"Đường số 25, Quận 9, TP.HCM",+842911268487,Single,Yes,Individual,1990-01-10,Male,N/A,Embedded Engineer,4,34203000,4,340
8414,Đoàn Phượng Lệ,"Đường số 12B, Quận 4, TP.HCM",+84998224769,Single,Yes,Organization,1958-09-15,Female,Absolute Software (Vietnam) Ltd,Project Leader,8,52389000,4,822
8415,Trương Gia Phong,"Láng Le - Bàu Cò, Bình Chánh, TP.HCM",+842586318090,Married,Yes,Individual,1971-02-25,Male,N/A,Game Developer,7,66527000,8,739
8416,Bùi Xuân Hạnh,"Đường số 38, Quận Gò Vấp, TP.HCM",+842946768871,Single,Yes,Organization,1968-05-11,Female,LG Electronics Development Vietnam (LGEDV),Data Engineer,4,23725000,5,742
8417,Nguyễn Thanh Thủy,"Đường số 35, Thành phố Thủ Đức, TP.HCM",+842977424923,Single,Yes,Individual,1963-11-06,Female,N/A,QA-QC,6,47774000,4,473
8418,Ngô Mỹ Diễm,"Tam Hà, Thành phố Thủ Đức, TP.HCM",+842557597015,Married,Yes,Organization,1975-02-17,Female,Trusting Social,Data Engineer,0,3868000,8,667
8419,Huỳnh Khả Ái,"Phạm Hữu Lầu, Quận 7, TP.HCM",+84994886911,Single,No,Individual,1954-02-26,Female,N/A,Product Owner,7,39209000,1,632
8420,Hồ Hoàn Châu,"Tầm Vu, Quận Bình Thạnh, TP.HCM",+84994851574,Married,Yes,Organization,1963-10-20,Female,Zuhlke Engineering Vietnam,IT Manager,5,38099000,1,747
8421,Nguyễn Danh Thành,"Liên Tỉnh 5, Quận 8, TP.HCM",+842576242623,Single,Yes,Individual,1957-06-07,Male,N/A,Helpdesk,9,62867000,9,644
8422,Trương Tuấn Ðức,"Bến Lội, Quận Bình Tân, TP.HCM",+84973978643,Single,No,Organization,1993-02-06,Male,NFQ Asia,System Engineer,4,21812000,0,821
8423,Lê Sỹ Ðan,"Sông Suối, Quận Bình Tân, TP.HCM",+84993541716,Single,No,Individual,1959-03-30,Male,N/A,Mobile Developer,3,33781000,2,716
8424,Dương Hải Phương,"Đại lộ 3, Quận 9, TP.HCM",+84861834448,Single,No,Organization,1983-07-19,Female,NAB Innovation Centre Vietnam,Data Analyst,0,4433000,8,535
8425,Dương Thành Danh,"Đường số 18, Quận 6, TP.HCM",+84528122099,Married,Yes,Organization,1974-08-29,Male,SmartOSC,QA-QC,8,47432000,4,725
8426,Lý Hữu Bình,"Nguyên Hồng, Quận Gò Vấp, TP.HCM",+842926398898,Single,Yes,Individual,1996-02-18,Male,N/A,Blockchain Engineer,5,55680000,5,713
8427,Hoàng Khắc Thành,"Nguyễn Văn Vịnh, Quận Tân Phú, TP.HCM",+842972113292,Single,Yes,Organization,1969-10-04,Male,Bosch Global Software Technologies Company Limited,Front-end Developer,2,19335000,7,821
8428,Đoàn Thanh Tuyết,"Đặng Nguyên Cẩn, Quận 6, TP.HCM",+84522954964,Married,Yes,Organization,1958-05-31,Female,NAB Innovation Centre Vietnam,Mobile Developer,5,46365000,7,427
8429,Hồ Thu Phong,"Nguyễn Bỉnh Khiêm, Quận Gò Vấp, TP.HCM",+84920736967,Single,No,Individual,1984-10-26,Female,N/A,Database Engineer,0,4831000,1,460
8430,Đặng Khánh Vi,"Xuân Thới 6, Hóc Môn, TP.HCM",+84944632415,Married,Yes,Individual,1985-12-12,Female,N/A,QA-QC,7,59532000,9,681
8431,Ngô Công Tuấn,"Dạ Nam, Quận 8, TP.HCM",+84913374464,Married,Yes,Individual,1993-01-24,Male,N/A,Tech Lead,3,32471000,1,470
8432,Võ Ấu Lăng,"Tân Hóa, Quận 6, TP.HCM",+842975000742,Married,Yes,Organization,1996-07-14,Female,Hybrid Technologies,Product Owner,9,57017000,3,751
8433,Ngô Ngọc Lan,"Hoa Mai, Quận Phú Nhuận, TP.HCM",+84762616445,Married,Yes,Organization,1988-03-25,Female,Hybrid Technologies,Product Owner,3,24615000,2,599
8434,Đặng Mạnh Cương,"2 Đường số 33B, Quận Bình Tân, TP.HCM",+84523284311,Married,Yes,Organization,1959-05-27,Male,"Niteco Vietnam Co., Ltd",ERP ConsultantSolution Architect,8,52055000,10,742
8435,Trần Bình Dương,"Cầu xây, Quận 9, TP.HCM",+842903422757,Married,Yes,Individual,1982-02-16,Male,N/A,Game Developer,3,30529000,5,803
8436,Đoàn Hoàng Lan,"Vĩnh Hội, Quận 4, TP.HCM",+842750527960,Married,Yes,Organization,1994-08-07,Female,Zuhlke Engineering Vietnam,Business Intelligence AnalystData Scientist,6,58070000,1,572
8437,Lê Hồng Vinh,"Miếu Bình Đông, Quận Bình Tân, TP.HCM",+842991351049,Single,Yes,Organization,1977-02-27,Male,FPT IS,Designer,3,30116000,4,773
8438,Ngô Thế Phúc,"Hương Lộ 5, Quận Bình Tân, TP.HCM",+84559765868,Single,Yes,Organization,1959-12-22,Male,Bosch Global Software Technologies Company Limited,Cloud Engineer,1,12641000,0,673
8439,Hoàng Minh Trang,"Nguyễn Hữu Cảnh, Quận Bình Thạnh, TP.HCM",+842971620224,Single,Yes,Organization,1967-10-09,Female,Tyme,ERP Engineer,4,37495000,9,396
8440,Võ Hồng Tâm,"Tân Khai, Quận Tân Bình, TP.HCM",+84523208060,Single,Yes,Individual,2003-12-02,Female,N/A,ERP Engineer,2,15831000,6,568
8441,Lý Quốc Vũ,"Đường D14B, Quận Tân Phú, TP.HCM",+842940539518,Single,Yes,Individual,1979-09-19,Male,N/A,ERP ConsultantSolution Architect,7,35724000,0,639
8442,Hồ Kim Lan,"Đường số 44, Quận 6, TP.HCM",+842749444669,Married,Yes,Individual,1965-10-12,Female,N/A,Data Analyst,1,10411000,5,433
8443,Đoàn Thế Dân,"Quang Trung, Quận 9, TP.HCM",+842971855448,Single,No,Individual,1953-11-06,Male,N/A,DevOps,3,29980000,3,314
8444,Dương Thanh Việt,"Phan Huy Ích, Quận Gò Vấp, TP.HCM",+84991149105,Single,No,Individual,2002-06-17,Male,N/A,IT Consultant,2,18746000,10,360
8445,Đoàn Chiến Thắng,"Bà Lài, Quận 6, TP.HCM",+842890894069,Married,Yes,Individual,1979-08-29,Male,N/A,IT Consultant,2,18461000,10,667
8446,Đỗ Xuân Hiếu,"Tùng Thiện Vương, Quận 8, TP.HCM",+84898583843,Married,Yes,Organization,1957-10-27,Male,Bosch Global Software Technologies Company Limited,Project Manager,9,67506000,3,740
8447,Đỗ Thanh Hậu,"Tân Xuân 2, Hóc Môn, TP.HCM",+842947572055,Single,Yes,Organization,1972-12-11,Male,LG Electronics Development Vietnam (LGEDV),Front-end Developer,4,21254000,1,823
8448,Lý Hướng Tiền,"Hoàng Văn Thụ, Quận Phú Nhuận, TP.HCM",+842746119644,Married,Yes,Individual,1971-07-30,Male,N/A,Back-end Developer,0,4468000,1,462
8449,Đỗ Thụy Miên,"Tô Ngọc Vân, Thành phố Thủ Đức, TP.HCM",+842730550857,Married,Yes,Organization,1992-08-03,Female,Home Credit Vietnam,Data Analyst,3,20180000,6,635
8450,Dương Bảo Thái,"Trương Quốc Dung, Quận Phú Nhuận, TP.HCM",+84979667513,Single,No,Organization,1955-12-06,Male,Tyme,Data Analyst,3,31382000,8,802
8451,Bùi Trúc Ly,"Đường TX 22, Quận 12, TP.HCM",+842697355535,Single,No,Individual,1954-10-06,Female,N/A,Back-end Developer,3,35385000,5,492
8452,Phan Trường Phúc,"Đường số 24, Quận Gò Vấp, TP.HCM",+84814039866,Single,Yes,Individual,1988-01-28,Male,N/A,Game Developer,0,3672000,8,388
8453,Phạm Bích Nhã,"Đường số 4, Quận 4, TP.HCM",+84880078937,Single,No,Organization,1959-01-31,Male,"Niteco Vietnam Co., Ltd",ERP Engineer,7,36335000,2,800
8454,Võ Ðức Kiên,"Nguyễn Văn Lượng, Quận 10, TP.HCM",+842945007506,Single,No,Organization,1970-08-23,Male,SmartOSC,DevSecOps Engineer,8,53289000,4,328
8455,Lê Ban Mai,"Dân Chủ, Thành phố Thủ Đức, TP.HCM",+842746745791,Single,No,Organization,1967-11-11,Female,"Niteco Vietnam Co., Ltd",Game Developer,1,12169000,9,726
8456,Lý Trung Việt,"Đường số 8, Quận 3, TP.HCM",+842740637673,Married,Yes,Individual,1971-03-25,Male,N/A,Tester,7,61150000,6,740
8457,Huỳnh Lê Quỳnh,"Lê Lăng, Quận Tân Phú, TP.HCM",+84815896727,Married,Yes,Organization,1993-05-13,Female,VNG Corporation,DevSecOps Engineer,9,58961000,6,466
8458,Hoàng Vân Trinh,"Nguyễn Văn Trỗi, Quận Phú Nhuận, TP.HCM",+842708394089,Married,Yes,Organization,1991-05-24,Female,Hybrid Technologies,System Engineer,2,17582000,6,789
8459,Đoàn Hương Liên,"Bà Cả, Nhà Bè, TP.HCM",+84899850876,Single,No,Individual,1995-03-14,Female,N/A,Tech Lead,0,3160000,4,643
8460,Vũ Ðoan Trang,"Đường số 12, Thành phố Thủ Đức, TP.HCM",+84993175682,Single,Yes,Individual,1982-11-22,Female,N/A,Mobile Developer,9,73985000,7,528
8461,Vũ Chiêu Phong,"Hoa Bằng, Quận Tân Phú, TP.HCM",+84768155585,Single,No,Individual,1965-04-04,Male,N/A,Product Owner,2,18730000,7,699
8462,Nguyễn Thùy Nhi,"Thương Mại 3, Hóc Môn, TP.HCM",+84898633227,Married,Yes,Organization,1971-04-27,Female,FPT IS,AI Engineer,9,40281000,2,845
8463,Đỗ Hạnh Dung,"Đường số 11, Quận 4, TP.HCM",+84300725060,Single,Yes,Individual,1996-09-10,Female,N/A,Database Engineer,10,57367000,3,452
8464,Trần Quỳnh Trang,"Đường số 3, Quận 6, TP.HCM",+84950544819,Married,Yes,Organization,1984-08-01,Female,NFQ Asia,DevSecOps Engineer,4,25716000,0,300
8465,Trương Uyển Như,"Tân Thành, Quận 5, TP.HCM",+84999618370,Single,No,Individual,1978-05-13,Female,N/A,Designer,0,4602000,1,648
8466,Đỗ Tân Thành,"Đường số 42, Quận 4, TP.HCM",+842767097788,Single,No,Organization,1959-02-07,Male,NAB Innovation Centre Vietnam,Product Manager,3,31594000,4,369
8467,Hồ Mỹ Nhi,"Trần Kế Xương, Quận Phú Nhuận, TP.HCM",+84958807466,Single,Yes,Individual,1957-07-26,Female,N/A,DevOps,3,29094000,0,674
8468,Phạm Ngân Trúc,"Đường số 11, Huyện Củ Chi, TP.HCM",+84811308878,Single,Yes,Individual,1997-09-27,Female,N/A,ERP ConsultantSolution Architect,5,64368000,0,648
8469,Võ Phượng Bích,"3 Đường số 45, Quận 4, TP.HCM",+84870085558,Married,Yes,Individual,1967-10-06,Female,N/A,ERP Engineer,8,50587000,2,309
8470,Phạm Thông Tuệ,"Phạm Bành, Quận Bình Tân, TP.HCM",+84559812898,Single,No,Individual,1988-02-24,Male,N/A,ERP ConsultantSolution Architect,8,33260000,7,505
8471,Đặng Bạch Hoa,"Nội Bộ Khu Tái Định Cư Phước Kiến Giai Đoạn I, Nhà Bè, TP.HCM",+842742134493,Single,Yes,Organization,1970-02-03,Female,VNG Corporation,DevOps,0,4488000,9,615
8472,Hoàng Việt Thanh,"Hà Nội, Hóc Môn, TP.HCM",+84961219830,Single,No,Individual,2002-03-09,Male,N/A,QA-QC,2,17784000,7,789
8473,Vũ Hảo Nhi,"Chu Mạnh Trinh, Thành phố Thủ Đức, TP.HCM",+84899489220,Married,Yes,Individual,1993-02-07,Female,N/A,Designer,0,3305000,4,739
8474,Vũ Phương Quỳnh,"Nghĩa Phát, Quận Tân Bình, TP.HCM",+84999243435,Married,Yes,Organization,1954-08-21,Female,GeoComply (GeoTech Hub Vietnam),Project Manager,9,45363000,8,599
8475,Võ Trung Chính,"Điện Biên Phủ, Quận 10, TP.HCM",+84913508049,Married,Yes,Organization,1960-01-22,Male,Zuhlke Engineering Vietnam,Game Developer,4,38127000,3,506
8476,Huỳnh Thái Sơn,"Đường số 10, Quận 8, TP.HCM",+84997705074,Married,Yes,Organization,1964-12-12,Male,LG Electronics Development Vietnam (LGEDV),Front-end Developer,0,4926000,1,357
8477,Đặng Quốc Tiến,"Lê Tuấn Mậu, Quận 6, TP.HCM",+84896315809,Married,Yes,Individual,1976-03-14,Male,N/A,System Engineer,9,60797000,1,382
8478,Lý Thu Vọng,"Thống Nhất, Thành phố Thủ Đức, TP.HCM",+84975869909,Married,Yes,Organization,1986-05-02,Female,NFQ Asia,Tech Lead,5,50183000,2,566
8479,Bùi Thanh Nhã,"Văn Cao, Quận Tân Phú, TP.HCM",+84908278212,Married,Yes,Organization,1999-06-23,Female,LG Electronics Development Vietnam (LGEDV),Business Analyst,2,17558000,5,559
8480,Huỳnh Hồng Nga,"Đường số 18, Quận 4, TP.HCM",+842910459220,Married,Yes,Individual,1987-01-19,Female,N/A,Full-stack Developer,5,51539000,10,417
8481,Trương Cát Tường,"Đường số 456, Huyện Củ Chi, TP.HCM",+842924655380,Single,Yes,Individual,1961-11-08,Female,N/A,Designer,9,50861000,5,830
8482,Ngô Tấn Dũng,"Đỗ Văn Sửu, Quận 5, TP.HCM",+84595083758,Married,Yes,Organization,1979-09-13,Male,SmartOSC,Product Manager,10,40176000,5,494
8483,Lê Tấn Khang,"Đường số 8B, Quận 2, TP.HCM",+84990969953,Single,No,Organization,1981-10-18,Male,Zuhlke Engineering Vietnam,Mobile Developer,10,55539000,4,585
8484,Đỗ Thủy Hồng,"Võ Thị Sáu, Quận 1, TP.HCM",+842608808664,Single,Yes,Organization,1986-03-20,Female,LG Electronics Development Vietnam (LGEDV),Back-end Developer,1,14799000,6,479
8485,Đỗ Huệ Linh,"Nhật Tảo, Quận 10, TP.HCM",+842968957006,Married,Yes,Individual,1960-08-21,Female,N/A,Game Developer,6,30302000,2,724
8486,Trần Quốc Hiển,"Tăng Bạt Hổ, Quận 5, TP.HCM",+84997416024,Single,No,Organization,1994-11-08,Male,Zuhlke Engineering Vietnam,Project Leader,8,47217000,3,366
8487,Huỳnh Tuyết Tâm,"Lưu Nhân Chú, Quận Tân Bình, TP.HCM",+842776130630,Single,Yes,Individual,1978-11-19,Female,N/A,IT Manager,1,38763000,6,690
8488,Hoàng Bích Thu,"Đỗ Thừa Luông, Quận Tân Phú, TP.HCM",+842722834968,Single,Yes,Individual,1958-03-06,Female,N/A,Tech Lead,5,59480000,6,404
8489,Đặng Hải Ðường,"Hoàng Văn Thụ, Quận Phú Nhuận, TP.HCM",+842754719794,Married,Yes,Organization,1978-12-16,Female,FPT IS,System Engineer,9,43990000,8,846
8490,Lý Cát Tường,"Lê Vĩnh Hòa, Quận Tân Phú, TP.HCM",+84947320672,Married,Yes,Individual,1981-12-04,Female,N/A,DevSecOps Engineer,1,12285000,9,710
8491,Nguyễn Nam Sơn,"Văn Chung, Quận Tân Bình, TP.HCM",+842752947162,Married,Yes,Organization,1981-05-14,Male,Bosch Global Software Technologies Company Limited,Project Manager,7,56365000,3,474
8492,Lý Thiên Di,"Đường số 1, Quận Gò Vấp, TP.HCM",+842976751769,Single,No,Individual,1959-08-17,Female,N/A,Tech Lead,8,38493000,4,594
8493,Đoàn Hồng Thịnh,"Bãi Sậy, Quận 6, TP.HCM",+842867846182,Single,No,Individual,1977-09-29,Male,N/A,IT Support,10,73813000,5,623
8494,Trương Trí Thắng,"Tân Chánh Hiệp 10, Quận 12, TP.HCM",+84994356116,Single,No,Organization,1975-10-14,Male,Employment Hero,Data Engineer,4,38909000,9,395
8495,Huỳnh Hồng Quý,"Xuân Thới Sơn 20C, Hóc Môn, TP.HCM",+84899292060,Single,No,Organization,1984-06-27,Male,NFQ Asia,Cloud Engineer,3,20574000,6,488
8496,Huỳnh Bảo Tiên,"Nguyễn Tuyển, Quận 2, TP.HCM",+842601500914,Married,Yes,Individual,1981-01-06,Female,N/A,Project Leader,1,14214000,0,542
8497,Trương Phúc Hòa,"Đường số 27, Quận 3, TP.HCM",+842690834538,Single,No,Individual,1962-04-10,Male,N/A,Front-end Developer,6,63428000,7,680
8498,Phạm Ái Vân,"Hà Huy Tập, Quận 7, TP.HCM",+842756633638,Single,Yes,Individual,1993-07-10,Female,N/A,Game Developer,10,74497000,5,441
8499,Đặng Kiều Nương,"Hoàng Hữu Nam, Quận 9, TP.HCM",+842710995576,Married,Yes,Organization,1957-02-03,Female,SmartOSC,IT Consultant,7,43672000,2,313
8500,Nguyễn Minh Duyên,"Đường số 47, Quận 7, TP.HCM",+842606218474,Single,No,Individual,1993-06-17,Female,N/A,Project Leader,4,26171000,0,594
8501,Lê Lam Giang,"Đường số 35, Quận 4, TP.HCM",+84825047132,Married,Yes,Individual,1960-04-30,Male,N/A,Cloud Engineer,9,54890000,2,829
8502,Đặng Diễm Phúc,"Cách Mạnh Thánh 8, Quận 1, TP.HCM",+842606730864,Married,Yes,Organization,1957-04-25,Female,"Niteco Vietnam Co., Ltd",Mobile Developer,2,17610000,0,546
8503,Võ Tùng Linh,"Thành Ủy, Hóc Môn, TP.HCM",+84584360718,Single,No,Organization,1995-08-28,Female,NFQ Asia,Project Manager,1,35340000,7,723
8504,Trương Quốc Thông,"Nguyễn Sơn, Quận Tân Bình, TP.HCM",+84831480498,Single,Yes,Organization,1992-11-22,Male,NAB Innovation Centre Vietnam,Data Engineer,8,53508000,2,728
8505,Ngô Quang Nhật,"Đường số 1F, Bình Chánh, TP.HCM",+84898190895,Single,Yes,Individual,1958-11-17,Male,N/A,Project Manager,7,35542000,4,414
8506,Trần Tố Loan,"Nguyễn Kim Cương, Huyện Củ Chi, TP.HCM",+842762516809,Married,Yes,Individual,1962-04-21,Female,N/A,DevOps,9,62413000,9,344
8507,Đặng Sỹ Phú,"Lê Vĩnh Huy, Huyện Củ Chi, TP.HCM",+842483026446,Single,Yes,Organization,1969-06-15,Male,SmartOSC,Mobile Developer,5,30837000,10,394
8508,Phạm Tuệ Nhi,"Đỗ Văn Dậy, Hóc Môn, TP.HCM",+842970714776,Married,Yes,Individual,1957-06-03,Female,N/A,DevSecOps Engineer,10,65466000,0,606
8509,Võ Quang Danh,"Liên Ấp 5-7, Hóc Môn, TP.HCM",+842604355291,Single,No,Individual,1974-02-21,Male,N/A,Full-stack Developer,6,69722000,7,630
8510,Vũ Quốc Anh,"Đường số 12, Quận 7, TP.HCM",+842607109986,Married,Yes,Organization,1997-10-19,Male,Employment Hero,IT Support,8,38482000,3,781
8511,Hồ Việt Mi,"Đường số 23, Quận 4, TP.HCM",+842975122071,Married,Yes,Organization,1977-04-18,Female,GeoComply (GeoTech Hub Vietnam),Database Engineer,8,45237000,10,549
8512,Lê Hà Tiên,"Trần Hải Phụng, Bình Chánh, TP.HCM",+842901717828,Married,Yes,Individual,1965-01-06,Female,N/A,System Engineer,7,67272000,8,518
8513,Hồ Cao Kỳ,"Nguyễn Văn Lượng, Quận 10, TP.HCM",+84984824592,Single,Yes,Organization,1974-01-16,Male,LG Electronics Development Vietnam (LGEDV),Designer,4,24498000,5,364
8514,Hồ Anh Hoàng,"Bình Trưng, Quận 3, TP.HCM",+84511729846,Married,Yes,Organization,1982-07-22,Male,Trusting Social,Product Manager,8,53205000,1,539
8515,Lý Minh Hằng,"Rạch Dơi, Quận 7, TP.HCM",+84944821834,Single,Yes,Individual,1966-06-12,Female,N/A,Business Intelligence AnalystData Scientist,0,3957000,2,359
8516,Huỳnh Chính Tâm,"Hòa Bình, Quận 10, TP.HCM",+842925253546,Married,Yes,Organization,1972-04-05,Male,VNG Corporation,ERP ConsultantSolution Architect,7,44098000,9,842
8517,Nguyễn Ðình Cường,"Tổ 1, Quận 9, TP.HCM",+84993096000,Married,Yes,Organization,1974-12-20,Male,Employment Hero,DevOps,4,29828000,6,843
8518,Đỗ Kim Thoa,"Dương Khuê, Quận Tân Phú, TP.HCM",+84998104963,Married,Yes,Organization,1989-03-01,Female,"Niteco Vietnam Co., Ltd",Designer,1,12543000,9,337
8519,Hoàng Danh Thành,"Phú Châu, Thành phố Thủ Đức, TP.HCM",+84927363326,Single,No,Organization,1995-09-26,Male,SmartOSC,Business Analyst,8,33780000,7,750
8520,Huỳnh Quỳnh Hà,"An Phú - An Khánh, Quận 3, TP.HCM",+84997262078,Married,Yes,Organization,1990-09-22,Female,NFQ Asia,IT Manager,5,35531000,8,705
